YEAR,B.C.,NIS,AIA,SIM,DUZ,ABU,ULU,UII,TAS,ARA,KIS,Y1,TEB,Y2,SHA,ADD,AII
1,311,4/3,5/2,5/31,6/30,7/29,8/28,,9/26,10/26,11/25,,12/24,310,1/23,2/22,3/23
240,72,3/31,4/30,5/29,6/27,7/27,8/25,,9/24,10/23,11/22,,12/22,71,1/20,2/19,3/21

241,71,4/19,5/19,6/17,7/16,8/15,9/13,,10/13,11/11,12/11,70,1/9,,2/8,3/10
242,70,4/9,5/8,6/7,7/6,8/4,9/3,,10/2,10/31,11/30,,12/30,69,1/28,2/27
243,69,3/28,4/26,5/26,6/25,7/24,8/22,,9/21,10/20,11/18,,12/18,68,1/16,2/15,3/17
244,68,4/15,5/15,6/14,7/13,8/12,9/10,,10/10,11/8,12/8,67,1/6,,2/5,3/6
245,67,4/5,5/4,6/3,7/3,8/1,8/31,,9/29,10/29,11/27,,12/27,66,1/25,2/24

246,66,3/25,4/23,5/23,6/21,7/21,8/20,9/18,10/18,11/17,12/16,65,1/15,,2/13,3/14
247,65,4/12,5/11,6/10,7/9,8/8,9/6,,10/6,11/5,12/5,64,1/4,,2/2,3/3
248,64,4/2,5/1,5/30,6/28,7/28,8/27,,9/25,10/25,11/24,,12/24,63,1/22,2/21,3/22
249,63,4/21,5/20,6/18,7/17,8/16,9/15,,10/14,11/13,12/13,62,1/12,,2/10,3/12
250,62,4/10,5/10,6/8,7/7,8/5,9/4,,10/4,11/2,12/2,61,1/1,,1/30,2/28

251,61,3/29,4/28,5/27,6/26,7/25,8/24,,9/22,10/22,11/20,,12/20,60,1/18,2/17,3/18
252,60,4/17,5/17,6/15,7/15,8/13,9/12,,10/12,11/10,12/9,59,1/8,,2/6,3/8
253,59,4/6,5/6,6/4,7/4,8/3,9/2,,10/1,10/30,11/29,,12/28,58,1/26,2/25
254,58,3/26,4/25,5/24,6/23,7/23,8/22,,9/21,10/20,11/19,,12/18,57,1/16,2/14,3/15
255,57,4/13,5/13,6/11,7/11,8/10,9/9,,10/9,11/7,12/6,56,1/5,,2/3,3/4

256,56,4/3,5/2,6/1,6/30,7/30,8/29,,9/28,10/27,11/26,,12/25,55,1/24,2/22,3/24
257,55,4/22,5/21,6/20,7/19,8/18,9/17,,10/16,11/15,12/14,54,1/13,,2/12,3/13
258,54,4/12,5/11,6/9,7/9,8/7,9/6,,10/5,11/4,12/3,53,1/2,,2/1,3/1
259,53,3/31,4/30,5/29,6/27,7/27,8/25,,9/24,10/23,11/21,,12/21,52,1/20,2/19,3/20
260,52,4/19,5/18,6/17,7/16,8/15,9/13,,10/12,11/11,12/10,51,1/9,,2/8,3/9

261,51,4/8,5/8,6/6,7/6,8/4,9/3,,10/2,10/31,11/30,,12/29,50,1/28,2/27
262,50,3/28,4/27,5/26,6/25,7/25,8/23,,9/22,10/21,11/19,,12/19,49,1/17,2/16,3/16
263,49,4/15,5/14,6/13,7/13,8/11,9/10,,10/10,11/8,12/8,48,1/6,,2/5,3/6
264,48,4/4,5/4,6/2,7/2,7/31,8/30,,9/29,10/28,11/27,,12/27,47,1/25,2/24
265,47,3/25,4/23,5/23,6/21,7/20,8/19,9/18,10/18,11/17,12/16,46,1/15,,2/13,3/15

266,46,4/13,5/12,6/10,7/10,8/8,9/7,,10/7,11/6,12/5,45,1/4,,2/3,3/3
267,45,4/2,5/1,5/30,6/28,7/28,8/26,,9/25,10/25,11/23,,12/23,44,1/22,2/20,3/22
268,44,4/20,5/20,6/18,7/17,8/16,9/14,,10/14,11/13,12/12,43,1/11,,2/9,3/11
269,43,4/10,5/9,6/8,7/7,8/6,9/4,,10/4,11/2,12/2,,12/31,42,1/30,2/28
270,42,3/30,4/28,5/28,6/27,7/26,8/25,,9/23,10/23,11/21,,12/21,41,1/19,2/17,3/18

271,41,4/16,5/16,6/15,7/14,8/13,9/12,,10/12,11/10,12/9,40,1/7,,2/6,3/7
272,40,4/6,5/5,6/4,7/3,8/2,9/1,,10/1,10/31,11/29,,12/28,39,1/26,2/25
273,39,3/26,4/25,5/24,6/23,7/22,8/21,,9/20,10/20,11/18,,12/18,38,1/16,2/14,3/16
274,38,4/14,5/13,6/12,7/12,8/10,9/9,,10/9,11/8,12/7,37,1/6,,2/4,3/4
275,37,4/3,5/2,6/1,6/30,7/30,8/28,,9/27,10/26,11/25,,12/25,36,1/23,2/22,3/23

276,36,4/22,5/21,6/20,7/19,8/18,9/16,,10/16,11/14,12/14,35,1/12,,2/11,3/13
277,35,4/11,5/11,6/9,7/9,8/7,9/6,,10/5,11/3,12/3,34,1/1,,1/31,3/2
278,34,4/1,4/30,5/30,6/28,7/28,8/26,,9/25,10/24,11/22,,12/22,33,1/20,2/19,3/20
279,33,4/18,5/18,6/17,7/16,8/15,9/13,,10/12,11/11,12/10,32,1/9,,2/7,3/9
280,32,4/7,5/7,6/6,7/5,8/4,9/3,,10/2,10/31,11/30,,12/29,31,1/28,2/26

281,31,3/28,4/26,5/26,6/24,7/24,8/23,,9/21,10/20,11/19,,12/19,30,1/17,2/16,3/17
282,30,4/16,5/15,6/14,7/13,8/12,9/10,,10/10,11/9,12/9,29,1/7,,2/6,3/6
283,29,4/4,5/4,6/2,7/1,7/31,8/29,,9/28,10/28,11/27,,12/27,28,1/25,2/24,
284,28,3/25,4/23,5/23,6/21,7/20,8/19,9/17,10/17,11/16,12/16,27,1/14,,2/13,3/14
285,27,4/13,5/12,6/10,7/10,8/8,9/7,,10/6,11/5,12/5,26,1/3,,2/2,3/4

286,26,4/2,5/2,5/31,6/29,7/29,8/27,,9/26,10/25,11/24,,12/24,25,1/22,2/21,3/21
287,25,4/20,5/20,6/18,7/17,8/16,9/14,,10/14,11/13,12/12,24,1/10,,2/9,3/10
288,24,4/9,5/9,6/7,7/7,8/5,9/4,,10/4,11/2,12/1,,12/31,23,1/29,2/28
289,23,3/29,4/28,5/27,6/26,7/26,8/24,,9/23,10/23,11/21,,12/21,22,1/19,2/17,3/18
290,22,4/17,5/16,6/15,7/15,8/14,9/13,,10/12,11/11,12/10,21,1/8,,2/7,3/7

291,21,4/5,5/5,6/3,7/3,8/2,9/1,,10/1,10/30,11/29,,12/28,20,1/26,2/25
292,20,3/26,4/24,5/24,6/22,7/22,8/21,,9/20,10/19,11/18,,12/17,19,1/16,2/14,3/16
293,19,4/14,5/13,6/12,7/11,8/10,9/9,,10/8,11/7,12/7,18,1/5,,2/4,3/5
294,18,4/4,5/3,6/2,7/1,7/30,8/29,,9/27,10/27,11/25,,12/25,17,1/24,2/22,3/23
295,17,4/22,5/21,6/20,7/19,8/18,9/16,,10/15,11/14,12/13,16,1/12,,2/10,3/12

296,16,4/11,5/11,6/9,7/9,8/7,9/6,,10/5,11/3,12/3,15,1/1,,1/31,3/1
297,15,3/31,4/30,5/29,6/28,7/28,8/26,,9/25,10/24,11/22,,12/22,14,1/20,2/19,3/20
298,14,4/19,5/18,6/17,7/17,8/15,9/14,,10/13,11/12,12/11,13,1/10,,2/8,3/8
299,13,4/7,5/6,6/5,7/5,8/4,9/2,,10/2,10/31,11/30,,12/29,12,1/28,2/26
300,12,3/28,4/26,5/26,6/24,7/23,8/22,,9/21,10/20,11/19,,12/19,11,1/17,2/16,3/17

301,11,4/16,5/15,6/13,7/13,8/11,9/10,,10/9,11/8,12/8,10,1/7,,2/5,3/7
302,10,4/5,5/4,6/3,7/2,7/31,8/30,,9/29,10/28,11/27,,12/27,9,1/26,2/24
303,9,3/25,4/23,5/23,6/21,7/20,8/18,9/17,10/17,11/15,12/15,8,1/14,,2/12,3/14
304,8,4/13,5/12,6/10,7/10,8/8,9/7,,10/6,11/4,12/4,7,1/3,,,2/1,3/3
305,7,4/2,5/1,5/31,6/29,7/29,8/27,,9/26,10/25,11/24,,12/23,6,1/22,2/20,3/22

306,6,4/20,5/20,6/19,7/18,8/17,9/15,,10/15,11/14,12/13,5,1/11,,2/10,3/10
307,5,4/8,5/8,6/7,7/6,8/5,9/4,,10/4,11/2,12/2,,12/31,4,1/29,2/27
308,4,3/29,4/27,5/27,6/25,7/25,8/24,,9/23,10/23,11/21,,12/21,3,1/19,2/17,3/18
309,3,4/17,5/16,6/15,7/14,8/13,9/12,,10/12,11/11,12/10,2,1/8,,2/7,3/8
310,2,4/6,5/6,6/4,7/4,8/2,9/1,,10/1,10/31,11/29,,12/29,1,1/27,2/26

311,1,3/26,4/24,5/24,6/22,7/22,8/20,,9/19,10/19,11/17,,12/17,0,1/15,2/14,3/16
