ID, king_code, king_year, king_month, jyear, jmonth, jday, JDat00h, moon_age
1373,k008,7,1,-514,4,8,1533416.5,2
1374,k008,7,2,-514,5,7,1533445.5,2
1375,k008,7,3,-514,6,6,1533475.5,2
1376,k008,7,4,-514,7,5,1533504.5,1
1377,k008,7,5,-514,8,3,1533533.5,1
1378,k008,7,6,-514,9,2,1533563.5,1
1379,k008,7,6.5,-514,10,2,1533593.5,2
1380,k008,7,8,-514,10,31,1533622.5,1
1381,k008,7,9,-514,11,30,1533652.5,2
1382,k008,7,10,-514,12,30,1533682.5,2
1383,k008,7,11,-513,1,29,1533712.5,3
1384,k008,7,12,-513,2,27,1533741.5,2
1385,k008,8,1,-513,3,29,1533771.5,3
1386,k008,8,2,-513,4,27,1533800.5,2
1387,k008,8,3,-513,5,26,1533829.5,2
1388,k008,8,4,-513,6,25,1533859.5,2
1389,k008,8,5,-513,7,24,1533888.5,2
1390,k008,8,6,-513,8,22,1533917.5,1
1391,k008,8,7,-513,9,21,1533947.5,1
1392,k008,8,8,-513,10,20,1533976.5,1
1393,k008,8,9,-513,11,19,1534006.5,1
1394,k008,8,10,-513,12,19,1534036.5,2
1395,k008,8,11,-512,1,18,1534066.5,2
1396,k008,8,12,-512,2,16,1534095.5,2
1397,k008,8,12.5,-512,3,17,1534125.5,2
1398,k008,9,1,-512,4,16,1534155.5,3
1399,k008,9,2,-512,5,15,1534184.5,2
1400,k008,9,3,-512,6,13,1534213.5,2
1401,k008,9,4,-512,7,13,1534243.5,2
1402,k008,9,5,-512,8,11,1534272.5,2
1403,k008,9,6,-512,9,10,1534302.5,2
1404,k008,9,7,-512,10,9,1534331.5,2
1405,k008,9,8,-512,11,7,1534360.5,1
1406,k008,9,9,-512,12,7,1534390.5,2
1407,k008,9,10,-511,1,6,1534420.5,2
1408,k008,9,11,-511,2,5,1534450.5,2
1409,k008,9,12,-511,3,6,1534479.5,2
1410,k008,10,1,-511,4,5,1534509.5,2
1411,k008,10,2,-511,5,4,1534538.5,2
1412,k008,10,3,-511,6,3,1534568.5,2
1413,k008,10,4,-511,7,2,1534597.5,2
1414,k008,10,5,-511,7,31,1534626.5,1
1415,k008,10,6,-511,8,30,1534656.5,2
1416,k008,10,7,-511,9,29,1534686.5,2
1417,k008,10,8,-511,10,28,1534715.5,2
1418,k008,10,9,-511,11,28,1534746.5,3
1419,k008,10,10,-511,12,27,1534775.5,3
1420,k008,10,11,-510,1,25,1534804.5,2
1421,k008,10,12,-510,2,23,1534833.5,2
1422,k008,11,1,-510,3,25,1534863.5,2
1423,k008,11,2,-510,4,23,1534892.5,2
1424,k008,11,3,-510,5,23,1534922.5,2
1425,k008,11,4,-510,6,22,1534952.5,2
1426,k008,11,5,-510,7,21,1534981.5,2
1427,k008,11,6,-510,8,19,1535010.5,1
1428,k008,11,6.5,-510,9,18,1535040.5,2
1429,k008,11,7,-510,10,18,1535070.5,2
1430,k008,11,8,-510,11,16,1535099.5,2
1431,k008,11,9,-510,12,16,1535129.5,2
1432,k008,11,10,-509,1,14,1535158.5,2
1433,k008,11,11,-509,2,12,1535187.5,1
1434,k008,11,12,-509,3,14,1535217.5,2
1435,k008,12,1,-509,4,13,1535247.5,2
1436,k008,12,2,-509,5,12,1535276.5,2
1437,k008,12,3,-509,6,11,1535306.5,2
1438,k008,12,4,-509,7,10,1535335.5,2
1439,k008,12,5,-509,8,9,1535365.5,2
1440,k008,12,6,-509,9,8,1535395.5,2
1441,k008,12,7,-509,10,7,1535424.5,2
1442,k008,12,8,-509,11,6,1535454.5,2
1443,k008,12,9,-509,12,5,1535483.5,2
1444,k008,12,10,-508,1,4,1535513.5,2
1445,k008,12,11,-508,2,2,1535542.5,2
1446,k008,12,12,-508,3,2,1535571.5,1
1447,k008,13,1,-508,4,1,1535601.5,2
1448,k008,13,2,-508,4,30,1535630.5,1
1449,k008,13,3,-508,5,30,1535660.5,2
1450,k008,13,4,-508,6,28,1535689.5,1
1451,k008,13,5,-508,7,28,1535719.5,2
1452,k008,13,6,-508,8,27,1535749.5,2
1453,k008,13,7,-508,9,26,1535779.5,3
1454,k008,13,8,-508,10,25,1535808.5,2
1455,k008,13,9,-508,11,24,1535838.5,3
1456,k008,13,10,-508,12,23,1535867.5,2
1457,k008,13,11,-507,1,22,1535897.5,2
1458,k008,13,12,-507,2,20,1535926.5,2
1459,k008,13,12.5,-507,3,21,1535955.5,1
1460,k008,14,1,-507,4,20,1535985.5,2
1461,k008,14,2,-507,5,19,1536014.5,1
1462,k008,14,3,-507,6,17,1536043.5,1
1463,k008,14,4,-507,7,17,1536073.5,1
1464,k008,14,5,-507,8,16,1536103.5,2
1465,k008,14,6,-507,9,15,1536133.5,2
1466,k008,14,7,-507,10,15,1536163.5,3
1467,k008,14,8,-507,11,14,1536193.5,3
1468,k008,14,9,-507,12,13,1536222.5,3
1469,k008,14,10,-506,1,11,1536251.5,2
1470,k008,14,11,-506,2,10,1536281.5,3
1471,k008,14,12,-506,3,11,1536310.5,2
1472,k008,15,1,-506,4,9,1536339.5,2
1473,k008,15,2,-506,5,8,1536368.5,1
1474,k008,15,3,-506,6,7,1536398.5,1
1475,k008,15,4,-506,7,6,1536427.5,1
1476,k008,15,5,-506,8,5,1536457.5,1
1477,k008,15,6,-506,9,4,1536487.5,2
1478,k008,15,7,-506,10,4,1536517.5,2
1479,k008,15,8,-506,11,3,1536547.5,3
1480,k008,15,9,-506,12,2,1536576.5,2
1481,k008,15,10,-505,1,1,1536606.5,3
1482,k008,15,11,-505,1,30,1536635.5,2
1483,k008,15,12,-505,3,1,1536665.5,3
1484,k008,16,1,-505,3,30,1536694.5,2
1485,k008,16,2,-505,4,28,1536723.5,2
1486,k008,16,3,-505,5,27,1536752.5,1
1487,k008,16,4,-505,6,26,1536782.5,2
1488,k008,16,5,-505,7,25,1536811.5,1
1489,k008,16,6,-505,8,24,1536841.5,1
1490,k008,16,7,-505,9,23,1536871.5,2
1491,k008,16,8,-505,10,23,1536901.5,2
1492,k008,16,9,-505,11,21,1536930.5,2
1493,k008,16,10,-505,12,21,1536960.5,2
1494,k008,16,11,-504,1,20,1536990.5,3
1495,k008,16,12,-504,2,18,1537019.5,2
1496,k008,16,12.5,-504,3,18,1537048.5,2
1497,k008,17,1,-504,4,17,1537078.5,2
1498,k008,17,2,-504,5,16,1537107.5,2
1499,k008,17,3,-504,6,14,1537136.5,1
1500,k008,17,4,-504,7,14,1537166.5,2
1501,k008,17,5,-504,8,12,1537195.5,1
1502,k008,17,6,-504,9,11,1537225.5,2
1503,k008,17,7,-504,10,11,1537255.5,2
1504,k008,17,8,-504,11,9,1537284.5,2
1505,k008,17,9,-504,12,9,1537314.5,2
1506,k008,17,10,-503,1,8,1537344.5,2
1507,k008,17,11,-503,2,6,1537373.5,2
1508,k008,17,12,-503,3,8,1537403.5,2
1509,k008,18,1,-503,4,6,1537432.5,2
1510,k008,18,2,-503,5,6,1537462.5,2
1511,k008,18,3,-503,6,4,1537491.5,2
1512,k008,18,4,-503,7,4,1537521.5,2
1513,k008,18,5,-503,8,2,1537550.5,2
1514,k008,18,6,-503,9,1,1537580.5,2
1515,k008,18,7,-503,9,30,1537609.5,2
1516,k008,18,8,-503,10,30,1537639.5,2
1517,k008,18,9,-503,11,28,1537668.5,2
1518,k008,18,10,-503,12,28,1537698.5,2
1519,k008,18,11,-502,1,26,1537727.5,2
1520,k008,18,12,-502,2,25,1537757.5,2
1521,k008,19,1,-502,3,27,1537787.5,3
1522,k008,19,2,-502,4,25,1537816.5,2
1523,k008,19,3,-502,5,25,1537846.5,2
1524,k008,19,4,-502,6,23,1537875.5,2
1525,k008,19,5,-502,7,23,1537905.5,2
1526,k008,19,6,-502,8,21,1537934.5,2
1527,k008,19,6.5,-502,9,20,1537964.5,2
1528,k008,19,7,-502,10,19,1537993.5,2
1529,k008,19,8,-502,11,18,1538023.5,2
1530,k008,19,9,-502,12,17,1538052.5,2
1531,k008,19,10,-501,1,15,1538081.5,1
1532,k008,19,11,-501,2,14,1538111.5,2
1533,k008,19,12,-501,3,16,1538141.5,2
1534,k008,20,1,-501,4,14,1538170.5,2
1535,k008,20,2,-501,5,14,1538200.5,2
1536,k008,20,3,-501,6,13,1538230.5,3
1537,k008,20,4,-501,7,12,1538259.5,2
1538,k008,20,5,-501,8,11,1538289.5,2
1539,k008,20,6,-501,9,9,1538318.5,2
1540,k008,20,7,-501,10,9,1538348.5,2
1541,k008,20,8,-501,11,7,1538377.5,2
1542,k008,20,9,-501,12,6,1538406.5,1
1543,k008,20,10,-500,1,5,1538436.5,2
1544,k008,20,11,-500,2,3,1538465.5,1
1545,k008,20,12,-500,3,4,1538495.5,2
1546,k008,21,1,-500,4,2,1538524.5,1
1547,k008,21,2,-500,5,2,1538554.5,2
1548,k008,21,3,-500,6,1,1538584.5,2
1549,k008,21,4,-500,6,30,1538613.5,2
1550,k008,21,5,-500,7,30,1538643.5,2
1551,k008,21,6,-500,8,29,1538673.5,3
1552,k008,21,7,-500,9,27,1538702.5,2
1553,k008,21,8,-500,10,27,1538732.5,3
1554,k008,21,9,-500,11,25,1538761.5,2
1555,k008,21,10,-500,12,24,1538790.5,1
1556,k008,21,11,-499,1,23,1538820.5,2
1557,k008,21,12,-499,2,21,1538849.5,1
1558,k008,22,1,-499,3,23,1538879.5,2
1559,k008,22,2,-499,4,21,1538908.5,1
1560,k008,22,3,-499,5,21,1538938.5,2
1561,k008,22,4,-499,6,19,1538967.5,1
1562,k008,22,5,-499,7,19,1538997.5,2
1563,k008,22,6,-499,8,18,1539027.5,2
1564,k008,22,7,-499,9,17,1539057.5,3
1565,k008,22,8,-499,10,16,1539086.5,2
1566,k008,22,9,-499,11,15,1539116.5,3
1567,k008,22,10,-499,12,14,1539145.5,2
1568,k008,22,11,-498,1,12,1539174.5,2
1569,k008,22,12,-498,2,11,1539204.5,2
1570,k008,22,12.5,-498,3,12,1539233.5,2
1571,k008,23,1,-498,4,11,1539263.5,2
1572,k008,23,2,-498,5,10,1539292.5,1
1573,k008,23,3,-498,6,9,1539322.5,2
1574,k008,23,4,-498,7,8,1539351.5,1
1575,k008,23,5,-498,8,7,1539381.5,2
1576,k008,23,6,-498,9,6,1539411.5,2
1577,k008,23,7,-498,10,5,1539440.5,2
1578,k008,23,8,-498,11,4,1539470.5,2
1579,k008,23,9,-498,12,3,1539499.5,2
1580,k008,23,10,-497,1,2,1539529.5,2
1581,k008,23,11,-497,1,31,1539558.5,2
1582,k008,23,12,-497,3,2,1539588.5,2
1583,k008,24,1,-497,3,31,1539617.5,2
1584,k008,24,2,-497,4,30,1539647.5,2
1585,k008,24,3,-497,5,29,1539676.5,2
1586,k008,24,4,-497,6,27,1539705.5,1
1587,k008,24,5,-497,7,27,1539735.5,1
1588,k008,24,6,-497,8,26,1539765.5,2
1589,k008,24,7,-497,9,24,1539794.5,1
1590,k008,24,8,-497,10,24,1539824.5,2
1591,k008,24,9,-497,11,23,1539854.5,2
1592,k008,24,10,-497,12,22,1539883.5,2
1593,k008,24,11,-496,1,21,1539913.5,2
1594,k008,24,12,-496,2,20,1539943.5,3
1595,k008,24,12.5,-496,3,20,1539972.5,2
1596,k008,25,1,-496,4,18,1540001.5,2
1597,k008,25,2,-496,5,18,1540031.5,2
1598,k008,25,3,-496,6,16,1540060.5,2
1599,k008,25,4,-496,7,15,1540089.5,1
1600,k008,25,5,-496,8,14,1540119.5,2
1601,k008,25,6,-496,9,12,1540148.5,1
1602,k008,25,7,-496,10,12,1540178.5,2
1603,k008,25,8,-496,11,11,1540208.5,2
1604,k008,25,9,-496,12,10,1540237.5,1
1605,k008,25,10,-495,1,9,1540267.5,2
1606,k008,25,11,-495,2,8,1540297.5,2
1607,k008,25,12,-495,3,9,1540326.5,2
1608,k008,26,1,-495,4,8,1540356.5,2
1609,k008,26,2,-495,5,7,1540385.5,2
1610,k008,26,3,-495,6,6,1540415.5,2
1611,k008,26,4,-495,7,5,1540444.5,2
1612,k008,26,5,-495,8,3,1540473.5,1
1613,k008,26,6,-495,9,2,1540503.5,2
1614,k008,26,7,-495,10,1,1540532.5,1
1615,k008,26,8,-495,10,31,1540562.5,2
1616,k008,26,9,-495,11,29,1540591.5,1
1617,k008,26,10,-495,12,29,1540621.5,2
1618,k008,26,11,-494,1,28,1540651.5,2
1619,k008,26,12,-494,2,26,1540680.5,2
1620,k008,27,1,-494,3,28,1540710.5,2
1621,k008,27,2,-494,4,27,1540740.5,2
1622,k008,27,3,-494,5,26,1540769.5,2
1623,k008,27,4,-494,6,25,1540799.5,2
1624,k008,27,5,-494,7,24,1540828.5,2
1625,k008,27,6,-494,8,22,1540857.5,1
1626,k008,27,7,-494,9,21,1540887.5,2
1627,k008,27,8,-494,10,20,1540916.5,1
1628,k008,27,9,-494,11,19,1540946.5,2
1629,k008,27,10,-494,12,18,1540975.5,1
1630,k008,27,11,-493,1,17,1541005.5,2
1631,k008,27,12,-493,2,16,1541035.5,2
1632,k008,27,12.5,-493,3,17,1541064.5,2
1633,k008,28,1,-493,4,16,1541094.5,2
1634,k008,28,2,-493,5,16,1541124.5,3
1635,k008,28,3,-493,6,14,1541153.5,2
1636,k008,28,4,-493,7,14,1541183.5,2
1637,k008,28,5,-493,8,12,1541212.5,2
1638,k008,28,6,-493,9,10,1541241.5,1
1639,k008,28,7,-493,10,10,1541271.5,2
1640,k008,28,8,-493,11,8,1541300.5,1
1641,k008,28,9,-493,12,8,1541330.5,2
1642,k008,28,10,-492,1,6,1541359.5,1
1643,k008,28,11,-492,2,5,1541389.5,2
1644,k008,28,12,-492,3,6,1541419.5,2
1645,k008,29,1,-492,4,4,1541448.5,2
1646,k008,29,2,-492,5,4,1541478.5,2
1647,k008,29,3,-492,6,2,1541507.5,2
1648,k008,29,4,-492,7,2,1541537.5,2
1649,k008,29,5,-492,7,31,1541566.5,2
1650,k008,29,6,-492,8,30,1541596.5,2
1651,k008,29,7,-492,9,28,1541625.5,2
1652,k008,29,8,-492,10,28,1541655.5,2
1653,k008,29,9,-492,11,26,1541684.5,1
1654,k008,29,10,-492,12,26,1541714.5,2
1655,k008,29,11,-491,1,24,1541743.5,1
1656,k008,29,12,-491,2,23,1541773.5,2
1657,k008,29,12.5,-491,3,24,1541802.5,1
1658,k008,30,1,-491,4,23,1541832.5,2
1659,k008,30,2,-491,5,22,1541861.5,1
1660,k008,30,3,-491,6,21,1541891.5,2
1661,k008,30,4,-491,7,21,1541921.5,2
1662,k008,30,5,-491,8,19,1541950.5,2
1663,k008,30,6,-491,9,18,1541980.5,2
1664,k008,30,7,-491,10,18,1542010.5,3
1665,k008,30,8,-491,11,16,1542039.5,2
1666,k008,30,9,-491,12,16,1542069.5,3
1667,k008,30,10,-490,1,14,1542098.5,2
1668,k008,30,11,-490,2,12,1542127.5,2
1669,k008,30,12,-490,3,14,1542157.5,2
1670,k008,31,1,-490,4,12,1542186.5,1
1671,k008,31,2,-490,5,12,1542216.5,2
1672,k008,31,3,-490,6,10,1542245.5,1
1673,k008,31,4,-490,7,10,1542275.5,2
1674,k008,31,5,-490,8,8,1542304.5,1
1675,k008,31,6,-490,9,7,1542334.5,2
1676,k008,31,7,-490,10,7,1542364.5,2
1677,k008,31,8,-490,11,6,1542394.5,3
1678,k008,31,9,-490,12,5,1542423.5,2
1679,k008,31,10,-489,1,4,1542453.5,3
1680,k008,31,11,-489,2,2,1542482.5,2
1681,k008,31,12,-489,3,3,1542511.5,2
1682,k008,32,1,-489,4,2,1542541.5,2
1683,k008,32,2,-489,5,1,1542570.5,2
1684,k008,32,3,-489,5,30,1542599.5,1
1685,k008,32,4,-489,6,29,1542629.5,1
1686,k008,32,5,-489,7,28,1542658.5,1
1687,k008,32,6,-489,8,27,1542688.5,1
1688,k008,32,7,-489,9,26,1542718.5,2
1689,k008,32,8,-489,10,26,1542748.5,2
1690,k008,32,9,-489,11,25,1542778.5,3
1691,k008,32,10,-489,12,24,1542807.5,2
1692,k008,32,11,-488,1,23,1542837.5,3
1693,k008,32,12,-488,2,21,1542866.5,2
1694,k008,32,12.5,-488,3,21,1542895.5,2
1695,k008,33,1,-488,4,19,1542924.5,1
1696,k008,33,2,-488,5,19,1542954.5,2
1697,k008,33,3,-488,6,17,1542983.5,1
1698,k008,33,4,-488,7,17,1543013.5,2
1699,k008,33,5,-488,8,15,1543042.5,1
1700,k008,33,6,-488,9,14,1543072.5,2
1701,k008,33,7,-488,10,14,1543102.5,2
1702,k008,33,8,-488,11,13,1543132.5,2
1703,k008,33,9,-488,12,13,1543162.5,3
1704,k008,33,10,-487,1,11,1543191.5,2
1705,k008,33,11,-487,2,9,1543220.5,2
1706,k008,33,12,-487,3,11,1543250.5,2
1707,k008,34,1,-487,4,9,1543279.5,2
1708,k008,34,2,-487,5,8,1543308.5,1
1709,k008,34,3,-487,6,7,1543338.5,2
1710,k008,34,4,-487,7,6,1543367.5,1
1711,k008,34,5,-487,8,5,1543397.5,2
1712,k008,34,6,-487,9,3,1543426.5,1
1713,k008,34,7,-487,10,3,1543456.5,2
1714,k008,34,8,-487,11,2,1543486.5,2
1715,k008,34,9,-487,12,2,1543516.5,3
1716,k008,34,10,-487,12,31,1543545.5,2
1717,k008,34,11,-486,1,30,1543575.5,3
1718,k008,34,12,-486,2,28,1543604.5,2
1719,k008,35,1,-486,3,30,1543634.5,2
1720,k008,35,2,-486,4,28,1543663.5,2
1721,k008,35,3,-486,5,28,1543693.5,2
1722,k008,35,4,-486,6,26,1543722.5,2
1723,k008,35,5,-486,7,25,1543751.5,1
1724,k008,35,6,-486,8,24,1543781.5,2
1725,k008,35,7,-486,9,23,1543811.5,2
1726,k008,35,8,-486,10,22,1543840.5,2
1727,k008,35,9,-486,11,21,1543870.5,2
1728,k008,35,10,-486,12,20,1543899.5,2
1729,k008,35,11,-485,1,19,1543929.5,2
1730,k008,35,12,-485,2,17,1543958.5,2
1731,k008,35,12.5,-485,3,19,1543988.5,2
1732,k008,36,1,-485,4,18,1544018.5,3
1733,k008,36,2,-485,5,17,1544047.5,2
1734,k008,36,3,-485,6,15,1544076.5,1
1735,k008,36,4,-485,7,15,1544106.5,2
1736,k008,36,5,-485,8,13,1544135.5,1
1737,k008,36,6,-485,9,12,1544165.5,2
1738,k008,36,7,-485,10,12,1544195.5,2
1739,k008,36,8,-485,11,10,1544224.5,2
1740,k008,36,9,-485,12,9,1544253.5,1
1741,k008,36,10,-484,1,8,1544283.5,2
1742,k008,36,11,-484,2,6,1544312.5,1
1743,k008,36,12,-484,3,7,1544342.5,2
1744,k009,1,1,-484,4,6,1544372.5,2
1745,k009,1,2,-484,5,5,1544401.5,2
1746,k009,1,3,-484,6,4,1544431.5,2
1747,k009,1,4,-484,7,4,1544461.5,3
1748,k009,1,5,-484,8,2,1544490.5,2
1749,k009,1,6,-484,9,1,1544520.5,3
1750,k009,1,7,-484,9,30,1544549.5,2
1751,k009,1,8,-484,10,30,1544579.5,2
1752,k009,1,9,-484,11,28,1544608.5,2
1753,k009,1,10,-484,12,27,1544637.5,1
1754,k009,1,11,-483,1,26,1544667.5,2
1755,k009,1,12,-483,2,24,1544696.5,1
1756,k009,2,1,-483,3,26,1544726.5,2
1757,k009,2,2,-483,4,25,1544756.5,2
1758,k009,2,3,-483,5,24,1544785.5,2
1759,k009,2,4,-483,6,23,1544815.5,2
1760,k009,2,5,-483,7,23,1544845.5,3
1761,k009,2,6,-483,8,21,1544874.5,2
1762,k009,2,6.5,-483,9,20,1544904.5,3
1763,k009,2,7,-483,10,19,1544933.5,2
1764,k009,2,8,-483,11,17,1544962.5,2
1765,k009,2,9,-483,12,17,1544992.5,2
1766,k009,2,10,-482,1,15,1545021.5,2
1767,k009,2,11,-482,2,13,1545050.5,1
1768,k009,2,12,-482,3,15,1545080.5,1
1769,k009,3,1,-482,4,14,1545110.5,2
1770,k009,3,2,-482,5,13,1545139.5,1
1771,k009,3,3,-482,6,12,1545169.5,2
1772,k009,3,4,-482,7,12,1545199.5,2
1773,k009,3,5,-482,8,11,1545229.5,3
1774,k009,3,6,-482,9,9,1545258.5,2
1775,k009,3,7,-482,10,9,1545288.5,3
1776,k009,3,8,-482,11,7,1545317.5,2
1777,k009,3,9,-482,12,6,1545346.5,2
1778,k009,3,10,-481,1,5,1545376.5,2
1779,k009,3,11,-481,2,3,1545405.5,2
1780,k009,3,12,-481,3,4,1545434.5,1
1781,k009,4,1,-481,4,3,1545464.5,2
1782,k009,4,2,-481,5,2,1545493.5,1
1783,k009,4,3,-481,6,1,1545523.5,1
1784,k009,4,4,-481,7,1,1545553.5,2
1785,k009,4,5,-481,7,31,1545583.5,2
1786,k009,4,6,-481,8,29,1545612.5,2
1787,k009,4,7,-481,9,28,1545642.5,2
1788,k009,4,8,-481,10,28,1545672.5,3
1789,k009,4,9,-481,11,26,1545701.5,2
1790,k009,4,10,-481,12,25,1545730.5,2
1791,k009,4,11,-480,1,24,1545760.5,2
1792,k009,4,12,-480,2,22,1545789.5,2
1793,k009,4,12.5,-480,3,22,1545818.5,1
1794,k009,5,1,-480,4,21,1545848.5,2
1795,k009,5,2,-480,5,20,1545877.5,1
1796,k009,5,3,-480,6,19,1545907.5,2
1797,k009,5,4,-480,7,19,1545937.5,2
1798,k009,5,5,-480,8,17,1545966.5,2
1799,k009,5,6,-480,9,16,1545996.5,2
1800,k009,5,7,-480,10,16,1546026.5,2
1801,k009,5,8,-480,11,14,1546055.5,2
1802,k009,5,9,-480,12,14,1546085.5,2
1803,k009,5,10,-479,1,12,1546114.5,2
1804,k009,5,11,-479,2,11,1546144.5,2
1805,k009,5,12,-479,3,12,1546173.5,2
1806,k009,6,1,-479,4,11,1546203.5,2
1807,k009,6,2,-479,5,10,1546232.5,2
1808,k009,6,3,-479,6,8,1546261.5,1
1809,k009,6,4,-479,7,8,1546291.5,2
1810,k009,6,5,-479,8,6,1546320.5,1
1811,k009,6,6,-479,9,5,1546350.5,2
1812,k009,6,7,-479,10,5,1546380.5,2
1813,k009,6,8,-479,11,3,1546409.5,2
1814,k009,6,9,-479,12,3,1546439.5,2
1815,k009,6,10,-478,1,2,1546469.5,3
1816,k009,6,11,-478,1,31,1546498.5,2
1817,k009,6,12,-478,3,2,1546528.5,2
1818,k009,7,1,-478,3,31,1546557.5,2
1819,k009,7,2,-478,4,30,1546587.5,2
1820,k009,7,3,-478,5,29,1546616.5,2
1821,k009,7,4,-478,6,27,1546645.5,1
1822,k009,7,5,-478,7,27,1546675.5,2
1823,k009,7,6,-478,8,25,1546704.5,1
1824,k009,7,7,-478,9,24,1546734.5,2
1825,k009,7,8,-478,10,23,1546763.5,1
1826,k009,7,9,-478,11,22,1546793.5,2
1827,k009,7,10,-478,12,22,1546823.5,2
1828,k009,7,11,-477,1,21,1546853.5,3
1829,k009,7,12,-477,2,19,1546882.5,2
1830,k009,7,12.5,-477,3,21,1546912.5,3
1831,k009,8,1,-477,4,19,1546941.5,2
1832,k009,8,2,-477,5,19,1546971.5,2
1833,k009,8,3,-477,6,17,1547000.5,2
1834,k009,8,4,-477,7,16,1547029.5,1
1835,k009,8,5,-477,8,15,1547059.5,2
1836,k009,8,6,-477,9,13,1547088.5,1
1837,k009,8,7,-477,10,12,1547117.5,1
1838,k009,8,8,-477,11,11,1547147.5,1
1839,k009,8,9,-477,12,11,1547177.5,2
1840,k009,8,10,-476,1,10,1547207.5,2
1841,k009,8,11,-476,2,8,1547236.5,2
1842,k009,8,12,-476,3,9,1547266.5,2
1843,k009,9,1,-476,4,8,1547296.5,3
1844,k009,9,2,-476,5,7,1547325.5,2
1845,k009,9,3,-476,6,6,1547355.5,3
1846,k009,9,4,-476,7,5,1547384.5,2
1847,k009,9,5,-476,8,3,1547413.5,2
1848,k009,9,6,-476,9,2,1547443.5,2
1849,k009,9,7,-476,10,1,1547472.5,1
1850,k009,9,8,-476,10,30,1547501.5,1
1851,k009,9,9,-476,11,29,1547531.5,1
1852,k009,9,10,-476,12,29,1547561.5,2
1853,k009,9,11,-475,1,27,1547590.5,1
1854,k009,9,12,-475,2,26,1547620.5,2
1855,k009,10,1,-475,3,28,1547650.5,2
1856,k009,10,2,-475,4,26,1547679.5,2
1857,k009,10,3,-475,5,26,1547709.5,2
1858,k009,10,4,-475,6,24,1547738.5,2
1859,k009,10,5,-475,7,24,1547768.5,2
1860,k009,10,6,-475,8,22,1547797.5,2
1861,k009,10,7,-475,9,21,1547827.5,2
1862,k009,10,8,-475,10,20,1547856.5,2
1863,k009,10,9,-475,11,19,1547886.5,2
1864,k009,10,10,-475,12,18,1547915.5,2
1865,k009,10,11,-474,1,17,1547945.5,2
1866,k009,10,12,-474,2,15,1547974.5,1
1867,k009,10,12.5,-474,3,17,1548004.5,2
1868,k009,11,1,-474,4,15,1548033.5,1
1869,k009,11,2,-474,5,15,1548063.5,2
1870,k009,11,3,-474,6,14,1548093.5,2
1871,k009,11,4,-474,7,13,1548122.5,2
1872,k009,11,5,-474,8,12,1548152.5,2
1873,k009,11,6,-474,9,10,1548181.5,2
1874,k009,11,7,-474,10,10,1548211.5,2
1875,k009,11,8,-474,11,8,1548240.5,2
1876,k009,11,9,-474,12,8,1548270.5,2
1877,k009,11,10,-473,1,6,1548299.5,2
1878,k009,11,11,-473,2,5,1548329.5,2
1879,k009,11,12,-473,3,6,1548358.5,2
1880,k009,12,1,-473,4,5,1548388.5,2
1881,k009,12,2,-473,5,4,1548417.5,1
1882,k009,12,3,-473,6,3,1548447.5,2
1883,k009,12,4,-473,7,2,1548476.5,1
1884,k009,12,5,-473,8,1,1548506.5,2
1885,k009,12,6,-473,8,31,1548536.5,2
1886,k009,12,7,-473,9,29,1548565.5,2
1887,k009,12,8,-473,10,29,1548595.5,2
1888,k009,12,9,-473,11,28,1548625.5,3
1889,k009,12,10,-473,12,27,1548654.5,2
1890,k009,12,11,-472,1,25,1548683.5,2
1891,k009,12,12,-472,2,24,1548713.5,2
1892,k009,12,12.5,-472,3,24,1548742.5,2
1893,k009,13,1,-472,4,22,1548771.5,1
1894,k009,13,2,-472,5,22,1548801.5,2
1895,k009,13,3,-472,6,20,1548830.5,1
1896,k009,13,4,-472,7,20,1548860.5,2
1897,k009,13,5,-472,8,19,1548890.5,2
1898,k009,13,6,-472,9,18,1548920.5,2
1899,k009,13,7,-472,10,17,1548949.5,2
1900,k009,13,8,-472,11,16,1548979.5,2
1901,k009,13,9,-472,12,16,1549009.5,3
1902,k009,13,10,-471,1,14,1549038.5,2
1903,k009,13,11,-471,2,12,1549067.5,2
1904,k009,13,12,-471,3,13,1549096.5,1
1905,k009,14,1,-471,4,12,1549126.5,2
1906,k009,14,2,-471,5,11,1549155.5,1
1907,k009,14,3,-471,6,10,1549185.5,2
1908,k009,14,4,-471,7,10,1549215.5,2
1909,k009,14,5,-471,8,9,1549245.5,3
1910,k009,14,6,-471,9,7,1549274.5,2
1911,k009,14,7,-471,10,7,1549304.5,3
1912,k009,14,8,-471,11,5,1549333.5,2
1913,k009,14,9,-471,12,5,1549363.5,3
1914,k009,14,10,-470,1,4,1549393.5,3
1915,k009,14,11,-470,2,2,1549422.5,2
1916,k009,14,12,-470,3,3,1549451.5,2
1917,k009,15,1,-470,4,1,1549480.5,1
1918,k009,15,2,-470,5,1,1549510.5,2
1919,k009,15,3,-470,5,30,1549539.5,1
1920,k009,15,4,-470,6,28,1549568.5,1
1921,k009,15,5,-470,7,28,1549598.5,1
1922,k009,15,6,-470,8,27,1549628.5,2
1923,k009,15,7,-470,9,26,1549658.5,2
1924,k009,15,8,-470,10,26,1549688.5,3
1925,k009,15,9,-470,11,24,1549717.5,2
1926,k009,15,10,-470,12,24,1549747.5,3
1927,k009,15,11,-469,1,22,1549776.5,2
1928,k009,15,12,-469,2,21,1549806.5,3
1929,k009,15,12.5,-469,3,22,1549835.5,2
